application_id,student_id,school_id,application_date,grade,status
APP015265,STU007073,SCH069,2021-03-03 00:00:00,Grade 11,Under Review
APP015266,STU023998,SCH042,2026-07-19 00:00:00,Grade 8,Applied
APP015267,STU016217,SCH028,2025-03-09 00:00:00,Grade 6,Rejected
APP015268,STU006379,SCH094,2026-05-07 00:00:00,Grade 8,Accepted
APP015269,STU016486,SCH021,2023-06-15 00:00:00,Grade 10,Rejected
APP015270,STU004633,SCH052,2022-05-22 00:00:00,Grade 9,Applied
APP015271,STU013260,SCH018,2021-10-27 00:00:00,Grade 8,Applied
APP015272,STU017802,SCH059,2026-05-04 00:00:00,Grade 6,Accepted
APP015273,STU003425,SCH017,2022-05-23 00:00:00,Grade 9,Under Review
APP015274,STU020532,SCH061,2021-08-31 00:00:00,Grade 6,Applied
APP015275,STU002113,SCH033,2021-10-27 00:00:00,Grade 6,Under Review
APP015276,STU007377,SCH010,2025-12-24 00:00:00,Grade 8,Accepted
APP015277,STU000269,SCH016,2021-10-13 00:00:00,Grade 7,Accepted
APP015278,STU015217,SCH022,2026-05-27 00:00:00,Grade 11,Accepted
APP015279,STU019879,SCH050,2021-12-30 00:00:00,Grade 8,Rejected
APP015280,STU011606,SCH009,2021-10-31 00:00:00,Grade 7,Accepted
APP015281,STU008838,SCH043,2021-10-13 00:00:00,Grade 8,Applied
APP015282,STU012450,SCH006,2023-12-12 00:00:00,Grade 9,Accepted
APP015283,STU011232,SCH030,2024-03-30 00:00:00,Grade 10,Rejected
APP015284,STU001215,SCH055,2022-10-28 00:00:00,Grade 10,Rejected
APP015285,STU009749,SCH100,2023-04-23 00:00:00,Grade 11,Rejected
APP015286,STU007710,SCH020,2025-04-06 00:00:00,Grade 11,Applied
APP015287,STU006793,SCH017,2022-10-02 00:00:00,Grade 10,Accepted
APP015288,STU007260,SCH096,2021-04-15 00:00:00,Grade 6,Accepted
APP015289,STU004989,SCH002,2025-01-12 00:00:00,Grade 8,Accepted
APP015290,STU002997,SCH012,2024-05-26 00:00:00,Grade 8,Applied
APP015291,STU007769,SCH074,2024-12-02 00:00:00,Grade 11,Rejected
APP015292,STU014514,SCH037,2023-01-30 00:00:00,Grade 6,Under Review
APP015293,STU009280,SCH095,2021-10-29 00:00:00,Grade 9,Under Review
APP015294,STU021389,SCH074,2023-06-28 00:00:00,Grade 11,Accepted
APP015295,STU006949,SCH009,2024-03-07 00:00:00,Grade 11,Applied
APP015296,STU008963,SCH030,2022-07-06 00:00:00,Grade 11,Accepted
APP015297,STU000483,SCH100,2025-06-09 00:00:00,Grade 9,Applied
APP015298,STU019233,SCH091,2021-10-13 00:00:00,Grade 8,Accepted
APP015299,STU001790,SCH022,2026-08-14 00:00:00,Grade 11,Under Review
APP015300,STU019003,SCH043,2025-10-23 00:00:00,Grade 6,Accepted
APP015301,STU012791,SCH001,2025-02-17 00:00:00,Grade 10,Applied
APP015302,STU000008,SCH042,2025-11-03 00:00:00,Grade 8,Accepted
APP015303,STU000891,SCH054,2025-10-24 00:00:00,Grade 7,Accepted
APP015304,STU003903,SCH069,2021-06-16 00:00:00,Grade 9,Accepted
APP015305,STU002538,SCH069,2022-11-11 00:00:00,Grade 8,Under Review
APP015306,STU012326,SCH093,2023-12-05 00:00:00,Grade 7,Accepted
APP015307,STU010795,SCH075,2022-03-26 00:00:00,Grade 7,Under Review
APP015308,STU012768,SCH008,2025-12-12 00:00:00,Grade 8,Accepted
APP015309,STU012428,SCH077,2025-03-26 00:00:00,Grade 7,Under Review
APP015310,STU012427,SCH006,2026-06-25 00:00:00,Grade 6,Applied
APP015311,STU002649,SCH032,2026-04-16 00:00:00,Grade 10,Accepted
APP015312,STU020539,SCH073,2022-12-21 00:00:00,Grade 11,Rejected
APP015313,STU014697,SCH005,2022-09-24 00:00:00,Grade 11,Under Review
APP015314,STU000881,SCH075,2024-10-28 00:00:00,Grade 6,Under Review
APP015315,STU013952,SCH074,2023-03-22 00:00:00,Grade 6,Applied
APP015316,STU001417,SCH078,2021-09-09 00:00:00,Grade 8,Accepted
APP015317,STU003644,SCH047,2024-08-29 00:00:00,Grade 9,Under Review
APP015318,STU010416,SCH046,2021-10-29 00:00:00,Grade 7,Rejected
APP015319,STU019391,SCH026,2023-10-18 00:00:00,Grade 7,Applied
APP015320,STU005165,SCH049,2026-04-05 00:00:00,Grade 6,Applied
APP015321,STU021310,SCH020,2023-03-25 00:00:00,Grade 7,Applied
APP015322,STU014199,SCH061,2026-06-09 00:00:00,Grade 6,Accepted
APP015323,STU009311,SCH018,2023-01-11 00:00:00,Grade 9,Under Review
APP015324,STU020632,SCH049,2026-05-04 00:00:00,Grade 7,Accepted
APP015325,STU003509,SCH056,2021-04-08 00:00:00,Grade 6,Accepted
APP015326,STU015949,SCH063,2025-10-29 00:00:00,Grade 9,Applied
APP015327,STU020979,SCH100,2021-03-18 00:00:00,Grade 10,Rejected
APP015328,STU018059,SCH039,2026-05-24 00:00:00,Grade 11,Applied
APP015329,STU023024,SCH090,2021-10-28 00:00:00,Grade 7,Under Review
APP015330,STU024365,SCH099,2024-07-23 00:00:00,Grade 9,Accepted
APP015331,STU016581,SCH071,2021-10-25 00:00:00,Grade 7,Applied
APP015332,STU010924,SCH011,2026-07-06 00:00:00,Grade 8,Accepted
APP015333,STU022797,SCH053,2021-03-27 00:00:00,Grade 8,Applied
APP015334,STU001167,SCH088,2024-05-24 00:00:00,Grade 7,Applied
APP015335,STU000524,SCH002,2021-04-04 00:00:00,Grade 10,Applied
APP015336,STU014240,SCH083,2023-04-09 00:00:00,Grade 11,Under Review
APP015337,STU012045,SCH001,2025-10-24 00:00:00,Grade 8,Under Review
APP015338,STU019861,SCH016,2023-09-25 00:00:00,Grade 9,Accepted
APP015339,STU003963,SCH055,2023-03-20 00:00:00,Grade 8,Accepted
APP015340,STU014230,SCH002,2026-02-17 00:00:00,Grade 9,Applied
APP015341,STU008629,SCH055,2025-04-27 00:00:00,Grade 10,Applied
APP015342,STU018420,SCH064,2023-11-21 00:00:00,Grade 7,Applied
APP015343,STU014731,SCH065,2023-11-13 00:00:00,Grade 9,Accepted
APP015344,STU005667,SCH010,2024-10-09 00:00:00,Grade 6,Rejected
APP015345,STU021709,SCH072,2026-05-19 00:00:00,Grade 11,Accepted
APP015346,STU022569,SCH021,2026-06-26 00:00:00,Grade 11,Accepted
APP015347,STU024338,SCH007,2026-03-31 00:00:00,Grade 7,Accepted
APP015348,STU016913,SCH040,2025-12-19 00:00:00,Grade 6,Applied
APP015349,STU003626,SCH069,2024-05-11 00:00:00,Grade 7,Accepted
APP015350,STU008524,SCH055,2024-01-19 00:00:00,Grade 9,Applied
APP015351,STU000897,SCH038,2021-10-09 00:00:00,Grade 7,Under Review
APP015352,STU022362,SCH069,2023-01-08 00:00:00,Grade 6,Applied
APP015353,STU001024,SCH046,2026-09-04 00:00:00,Grade 6,Applied
APP015354,STU008672,SCH097,2021-09-24 00:00:00,Grade 8,Rejected
APP015355,STU020119,SCH004,2025-09-08 00:00:00,Grade 9,Applied
APP015356,STU003181,SCH080,2023-08-15 00:00:00,Grade 7,Applied
APP015357,STU022674,SCH088,2021-04-15 00:00:00,Grade 7,Applied
APP015358,STU013562,SCH067,2023-01-01 00:00:00,Grade 6,Applied
APP015359,STU019355,SCH086,2026-03-16 00:00:00,Grade 11,Under Review
APP015360,STU007266,SCH067,2021-12-26 00:00:00,Grade 7,Rejected
APP015361,STU017963,SCH080,2023-06-09 00:00:00,Grade 6,Accepted
APP015362,STU001096,SCH059,2026-07-28 00:00:00,Grade 9,Accepted
APP015363,STU019413,SCH026,2024-10-28 00:00:00,Grade 6,Under Review
APP015364,STU009158,SCH073,2025-07-07 00:00:00,Grade 11,Under Review
APP015365,STU004903,SCH004,2022-03-03 00:00:00,Grade 9,Applied
APP015366,STU005147,SCH061,2025-03-27 00:00:00,Grade 8,Under Review
APP015367,STU011441,SCH022,2022-10-24 00:00:00,Grade 8,Accepted
APP015368,STU006328,SCH001,2024-05-09 00:00:00,Grade 8,Applied
APP015369,STU016031,SCH026,2025-06-04 00:00:00,Grade 6,Applied
APP015370,STU022450,SCH030,2022-01-31 00:00:00,Grade 6,Applied
APP015371,STU021751,SCH100,2021-12-27 00:00:00,Grade 9,Accepted
APP015372,STU001101,SCH093,2024-09-22 00:00:00,Grade 10,Applied
APP015373,STU013067,SCH084,2024-02-16 00:00:00,Grade 9,Accepted
APP015374,STU012275,SCH053,2021-11-25 00:00:00,Grade 10,Under Review
APP015375,STU001183,SCH042,2026-04-21 00:00:00,Grade 8,Under Review
APP015376,STU015836,SCH008,2024-02-07 00:00:00,Grade 6,Under Review
APP015377,STU011084,SCH095,2024-01-18 00:00:00,Grade 9,Rejected
APP015378,STU013308,SCH081,2022-12-11 00:00:00,Grade 6,Applied
APP015379,STU008097,SCH090,2023-09-24 00:00:00,Grade 6,Applied
APP015380,STU008950,SCH016,2025-06-21 00:00:00,Grade 9,Applied
APP015381,STU024104,SCH050,2023-12-01 00:00:00,Grade 7,Accepted
APP015382,STU008620,SCH062,2025-11-10 00:00:00,Grade 9,Accepted
APP015383,STU022411,SCH096,2026-03-09 00:00:00,Grade 9,Under Review
APP015384,STU019721,SCH096,2026-07-31 00:00:00,Grade 6,Applied
APP015385,STU013798,SCH023,2025-12-11 00:00:00,Grade 11,Applied
APP015386,STU012190,SCH005,2026-02-08 00:00:00,Grade 9,Accepted
APP015387,STU022539,SCH085,2025-09-18 00:00:00,Grade 11,Accepted
APP015388,STU010255,SCH064,2021-05-23 00:00:00,Grade 8,Applied
APP015389,STU001884,SCH039,2023-03-31 00:00:00,Grade 7,Accepted
APP015390,STU004774,SCH074,2021-04-18 00:00:00,Grade 11,Rejected
APP015391,STU020361,SCH066,2021-11-19 00:00:00,Grade 11,Accepted
APP015392,STU023928,SCH100,2026-02-12 00:00:00,Grade 8,Accepted
APP015393,STU019194,SCH017,2024-02-19 00:00:00,Grade 6,Accepted
APP015394,STU004970,SCH073,2024-12-10 00:00:00,Grade 7,Accepted
APP015395,STU015181,SCH045,2026-03-08 00:00:00,Grade 8,Applied
APP015396,STU020838,SCH040,2024-03-26 00:00:00,Grade 8,Applied
APP015397,STU016848,SCH007,2023-06-11 00:00:00,Grade 6,Accepted
APP015398,STU016301,SCH044,2023-01-15 00:00:00,Grade 9,Accepted
APP015399,STU016721,SCH010,2025-12-01 00:00:00,Grade 6,Applied
APP015400,STU018834,SCH068,2022-05-20 00:00:00,Grade 7,Applied
APP015401,STU001789,SCH079,2025-07-15 00:00:00,Grade 9,Applied
APP015402,STU024603,SCH090,2024-11-10 00:00:00,Grade 10,Applied
APP015403,STU011386,SCH086,2021-04-09 00:00:00,Grade 10,Accepted
APP015404,STU023642,SCH057,2024-07-16 00:00:00,Grade 11,Accepted
APP015405,STU003301,SCH021,2021-04-06 00:00:00,Grade 11,Rejected
APP015406,STU023253,SCH039,2024-01-17 00:00:00,Grade 8,Applied
APP015407,STU019609,SCH068,2025-12-29 00:00:00,Grade 11,Under Review
APP015408,STU013281,SCH066,2026-02-10 00:00:00,Grade 9,Applied
APP015409,STU014155,SCH001,2022-03-19 00:00:00,Grade 7,Applied
APP015410,STU005563,SCH024,2023-11-28 00:00:00,Grade 7,Applied
APP015411,STU021857,SCH059,2023-05-05 00:00:00,Grade 9,Accepted
APP015412,STU016161,SCH054,2021-04-07 00:00:00,Grade 8,Accepted
APP015413,STU006931,SCH037,2026-04-07 00:00:00,Grade 8,Accepted
APP015414,STU009377,SCH088,2023-02-01 00:00:00,Grade 6,Accepted
APP015415,STU010156,SCH045,2022-03-12 00:00:00,Grade 11,Accepted
APP015416,STU010599,SCH039,2024-05-17 00:00:00,Grade 10,Accepted
APP015417,STU006998,SCH073,2025-07-10 00:00:00,Grade 7,Applied
APP015418,STU010809,SCH023,2021-11-15 00:00:00,Grade 9,Applied
APP015419,STU008803,SCH064,2022-05-27 00:00:00,Grade 7,Applied
APP015420,STU013359,SCH100,2024-06-01 00:00:00,Grade 6,Applied
APP015421,STU018859,SCH058,2022-04-02 00:00:00,Grade 7,Rejected
APP015422,STU020813,SCH021,2026-03-16 00:00:00,Grade 10,Rejected
APP015423,STU003660,SCH044,2023-07-21 00:00:00,Grade 10,Rejected
APP015424,STU002285,SCH023,2021-07-25 00:00:00,Grade 6,Applied
APP015425,STU014685,SCH026,2025-09-07 00:00:00,Grade 7,Applied
APP015426,STU019832,SCH064,2024-03-08 00:00:00,Grade 6,Under Review
APP015427,STU013311,SCH034,2026-03-17 00:00:00,Grade 8,Under Review
APP015428,STU014365,SCH100,2023-11-30 00:00:00,Grade 7,Applied
APP015429,STU014549,SCH020,2026-04-22 00:00:00,Grade 9,Accepted
APP015430,STU011748,SCH098,2026-07-09 00:00:00,Grade 11,Applied
APP015431,STU016946,SCH055,2025-04-17 00:00:00,Grade 8,Accepted
APP015432,STU023111,SCH010,2022-12-02 00:00:00,Grade 9,Under Review
APP015433,STU023413,SCH041,2024-07-16 00:00:00,Grade 11,Applied
APP015434,STU011192,SCH023,2024-07-06 00:00:00,Grade 8,Rejected
APP015435,STU009267,SCH092,2022-04-06 00:00:00,Grade 7,Accepted
APP015436,STU022369,SCH001,2025-07-02 00:00:00,Grade 8,Accepted
APP015437,STU005130,SCH092,2021-11-04 00:00:00,Grade 10,Accepted
APP015438,STU016792,SCH031,2023-04-09 00:00:00,Grade 8,Applied
APP015439,STU011729,SCH018,2022-06-19 00:00:00,Grade 7,Accepted
APP015440,STU021369,SCH034,2021-05-27 00:00:00,Grade 7,Under Review
APP015441,STU008184,SCH051,2023-12-26 00:00:00,Grade 8,Applied
APP015442,STU015415,SCH057,2024-07-17 00:00:00,Grade 11,Accepted
APP015443,STU010519,SCH086,2021-06-20 00:00:00,Grade 10,Applied
APP015444,STU004205,SCH044,2024-04-06 00:00:00,Grade 6,Applied
APP015445,STU016252,SCH053,2021-04-25 00:00:00,Grade 7,Applied
APP015446,STU012513,SCH066,2023-06-03 00:00:00,Grade 9,Under Review
APP015447,STU013039,SCH048,2021-05-12 00:00:00,Grade 11,Accepted
APP015448,STU007157,SCH038,2024-12-01 00:00:00,Grade 8,Under Review
APP015449,STU019419,SCH029,2024-09-17 00:00:00,Grade 6,Applied
APP015450,STU010903,SCH021,2026-03-29 00:00:00,Grade 6,Under Review
APP015451,STU005313,SCH082,2021-08-20 00:00:00,Grade 8,Rejected
APP015452,STU004987,SCH059,2023-04-23 00:00:00,Grade 11,Accepted
APP015453,STU010790,SCH065,2023-06-08 00:00:00,Grade 8,Applied
APP015454,STU022594,SCH061,2022-03-06 00:00:00,Grade 6,Under Review
APP015455,STU000522,SCH037,2024-11-28 00:00:00,Grade 10,Applied
APP015456,STU021099,SCH050,2023-03-09 00:00:00,Grade 8,Under Review
APP015457,STU018623,SCH057,2021-05-26 00:00:00,Grade 11,Accepted
APP015458,STU007637,SCH094,2025-11-28 00:00:00,Grade 10,Under Review
APP015459,STU024043,SCH034,2024-09-12 00:00:00,Grade 8,Applied
APP015460,STU018081,SCH043,2022-07-15 00:00:00,Grade 6,Accepted
APP015461,STU016137,SCH030,2021-10-07 00:00:00,Grade 8,Accepted
APP015462,STU016125,SCH045,2026-04-25 00:00:00,Grade 7,Applied
APP015463,STU000439,SCH044,2022-12-08 00:00:00,Grade 11,Under Review
APP015464,STU003644,SCH017,2026-07-22 00:00:00,Grade 8,Applied
APP015465,STU012296,SCH034,2021-08-29 00:00:00,Grade 6,Under Review
APP015466,STU013542,SCH046,2023-08-09 00:00:00,Grade 8,Applied
APP015467,STU023253,SCH038,2025-07-04 00:00:00,Grade 7,Applied
APP015468,STU022339,SCH013,2022-05-19 00:00:00,Grade 10,Applied
APP015469,STU010863,SCH059,2024-08-24 00:00:00,Grade 6,Rejected
APP015470,STU009764,SCH065,2024-11-15 00:00:00,Grade 7,Accepted
APP015471,STU018259,SCH080,2025-10-15 00:00:00,Grade 10,Applied
APP015472,STU000766,SCH034,2022-03-04 00:00:00,Grade 6,Accepted
APP015473,STU009229,SCH071,2023-10-30 00:00:00,Grade 11,Rejected
APP015474,STU021353,SCH090,2021-09-07 00:00:00,Grade 11,Accepted
APP015475,STU015315,SCH024,2025-07-01 00:00:00,Grade 10,Applied
APP015476,STU024131,SCH011,2023-11-18 00:00:00,Grade 11,Rejected
APP015477,STU001960,SCH031,2021-09-24 00:00:00,Grade 6,Under Review
APP015478,STU003243,SCH064,2021-05-25 00:00:00,Grade 6,Under Review
APP015479,STU017400,SCH099,2023-09-16 00:00:00,Grade 6,Accepted
APP015480,STU005180,SCH042,2021-10-28 00:00:00,Grade 8,Rejected
APP015481,STU008169,SCH037,2024-08-11 00:00:00,Grade 11,Accepted
APP015482,STU006531,SCH013,2023-05-10 00:00:00,Grade 11,Under Review
APP015483,STU017839,SCH067,2022-10-27 00:00:00,Grade 11,Accepted
APP015484,STU023599,SCH064,2021-08-02 00:00:00,Grade 11,Applied
APP015485,STU022164,SCH005,2026-04-26 00:00:00,Grade 6,Accepted
APP015486,STU008741,SCH026,2022-04-09 00:00:00,Grade 11,Accepted
APP015487,STU020115,SCH085,2023-09-06 00:00:00,Grade 10,Applied
APP015488,STU004767,SCH068,2026-08-28 00:00:00,Grade 10,Accepted
APP015489,STU007293,SCH068,2024-09-18 00:00:00,Grade 6,Accepted
APP015490,STU002826,SCH001,2025-08-23 00:00:00,Grade 8,Rejected
APP015491,STU019355,SCH027,2026-08-25 00:00:00,Grade 8,Applied
APP015492,STU006274,SCH077,2021-12-29 00:00:00,Grade 10,Applied
APP015493,STU002181,SCH045,2022-11-06 00:00:00,Grade 11,Accepted
APP015494,STU006841,SCH056,2023-03-12 00:00:00,Grade 10,Applied
APP015495,STU013399,SCH097,2026-07-11 00:00:00,Grade 11,Applied
APP015496,STU010964,SCH072,2022-05-17 00:00:00,Grade 7,Applied
APP015497,STU010614,SCH055,2026-08-05 00:00:00,Grade 10,Under Review
APP015498,STU013860,SCH010,2021-07-22 00:00:00,Grade 7,Accepted
APP015499,STU010933,SCH028,2026-07-23 00:00:00,Grade 7,Accepted
APP015500,STU010241,SCH022,2022-04-06 00:00:00,Grade 6,Under Review
APP015501,STU022653,SCH020,2021-08-18 00:00:00,Grade 6,Accepted
APP015502,STU011426,SCH085,2026-08-11 00:00:00,Grade 7,Applied
APP015503,STU018484,SCH031,2021-04-27 00:00:00,Grade 11,Applied
APP015504,STU011488,SCH099,2026-05-26 00:00:00,Grade 10,Applied
APP015505,STU002751,SCH016,2021-09-29 00:00:00,Grade 7,Applied
APP015506,STU005150,SCH033,2023-06-28 00:00:00,Grade 9,Applied
APP015507,STU000323,SCH071,2026-07-17 00:00:00,Grade 8,Accepted
APP015508,STU010209,SCH012,2022-06-16 00:00:00,Grade 7,Applied
APP015509,STU008888,SCH079,2024-04-05 00:00:00,Grade 10,Applied
APP015510,STU015266,SCH064,2022-12-21 00:00:00,Grade 6,Accepted
APP015511,STU024202,SCH050,2021-08-16 00:00:00,Grade 6,Accepted
APP015512,STU005747,SCH042,2025-12-08 00:00:00,Grade 7,Accepted
APP015513,STU016290,SCH059,2024-12-19 00:00:00,Grade 10,Under Review
APP015514,STU024618,SCH011,2025-05-03 00:00:00,Grade 8,Accepted
APP015515,STU000322,SCH063,2022-05-21 00:00:00,Grade 6,Applied
APP015516,STU008434,SCH023,2022-11-21 00:00:00,Grade 8,Accepted
APP015517,STU010822,SCH093,2026-02-17 00:00:00,Grade 11,Applied
APP015518,STU011238,SCH063,2023-05-06 00:00:00,Grade 7,Under Review
APP015519,STU018148,SCH026,2023-04-04 00:00:00,Grade 10,Applied
APP015520,STU024248,SCH078,2022-03-19 00:00:00,Grade 7,Applied
APP015521,STU013877,SCH094,2022-06-16 00:00:00,Grade 9,Under Review
APP015522,STU013428,SCH017,2026-04-30 00:00:00,Grade 8,Accepted
APP015523,STU009945,SCH068,2021-02-24 00:00:00,Grade 8,Applied
APP015524,STU019265,SCH082,2025-11-28 00:00:00,Grade 6,Applied
APP015525,STU011247,SCH014,2022-03-27 00:00:00,Grade 10,Under Review
APP015526,STU010100,SCH010,2024-07-05 00:00:00,Grade 10,Applied
APP015527,STU003149,SCH077,2021-02-04 00:00:00,Grade 8,Accepted
APP015528,STU011278,SCH005,2022-09-10 00:00:00,Grade 7,Applied
APP015529,STU004612,SCH099,2025-02-05 00:00:00,Grade 10,Applied
APP015530,STU017208,SCH090,2025-05-15 00:00:00,Grade 6,Accepted
APP015531,STU013676,SCH054,2024-11-10 00:00:00,Grade 9,Under Review
APP015532,STU021451,SCH075,2025-12-24 00:00:00,Grade 8,Under Review
APP015533,STU011593,SCH082,2021-07-19 00:00:00,Grade 10,Applied
APP015534,STU006251,SCH090,2025-05-03 00:00:00,Grade 11,Accepted
APP015535,STU008161,SCH076,2023-10-27 00:00:00,Grade 7,Accepted
APP015536,STU004280,SCH031,2021-09-26 00:00:00,Grade 7,Under Review
APP015537,STU000264,SCH092,2024-07-15 00:00:00,Grade 10,Accepted
APP015538,STU014442,SCH077,2023-03-24 00:00:00,Grade 11,Under Review
APP015539,STU019765,SCH003,2024-07-28 00:00:00,Grade 7,Applied
APP015540,STU011814,SCH078,2022-08-20 00:00:00,Grade 11,Applied
APP015541,STU017645,SCH057,2024-06-26 00:00:00,Grade 8,Applied
APP015542,STU000661,SCH041,2026-06-03 00:00:00,Grade 8,Accepted
APP015543,STU003582,SCH011,2025-07-09 00:00:00,Grade 11,Applied
APP015544,STU000180,SCH031,2025-02-01 00:00:00,Grade 10,Accepted
APP015545,STU020576,SCH010,2025-09-19 00:00:00,Grade 6,Applied
APP015546,STU010750,SCH003,2025-01-17 00:00:00,Grade 7,Applied
APP015547,STU000955,SCH015,2026-02-26 00:00:00,Grade 10,Applied
APP015548,STU011648,SCH026,2026-05-25 00:00:00,Grade 8,Applied
APP015549,STU000197,SCH047,2022-01-12 00:00:00,Grade 6,Applied
APP015550,STU022002,SCH062,2023-05-03 00:00:00,Grade 8,Under Review
APP015551,STU019145,SCH028,2025-11-06 00:00:00,Grade 9,Applied
APP015552,STU012681,SCH041,2023-07-03 00:00:00,Grade 6,Accepted
APP015553,STU017116,SCH070,2021-02-13 00:00:00,Grade 7,Accepted
APP015554,STU017737,SCH023,2022-12-08 00:00:00,Grade 6,Applied
APP015555,STU011036,SCH034,2021-09-02 00:00:00,Grade 7,Applied
APP015556,STU002722,SCH097,2021-04-13 00:00:00,Grade 10,Under Review
APP015557,STU021898,SCH011,2022-03-21 00:00:00,Grade 6,Accepted
APP015558,STU011432,SCH063,2025-07-25 00:00:00,Grade 6,Applied
APP015559,STU015568,SCH077,2026-05-14 00:00:00,Grade 8,Rejected
APP015560,STU000703,SCH008,2023-10-04 00:00:00,Grade 8,Rejected
APP015561,STU000559,SCH058,2025-08-12 00:00:00,Grade 8,Applied
APP015562,STU000054,SCH058,2024-11-12 00:00:00,Grade 11,Applied
APP015563,STU024523,SCH055,2026-03-22 00:00:00,Grade 7,Under Review
APP015564,STU010636,SCH010,2022-09-18 00:00:00,Grade 7,Applied
APP015565,STU003906,SCH065,2026-06-07 00:00:00,Grade 8,Applied
APP015566,STU006986,SCH081,2024-10-25 00:00:00,Grade 9,Accepted
APP015567,STU012787,SCH029,2021-08-15 00:00:00,Grade 9,Applied
APP015568,STU005859,SCH092,2021-04-10 00:00:00,Grade 6,Applied
APP015569,STU003155,SCH060,2021-10-03 00:00:00,Grade 7,Under Review
APP015570,STU019154,SCH066,2026-02-13 00:00:00,Grade 10,Applied
APP015571,STU008488,SCH023,2022-05-17 00:00:00,Grade 8,Under Review
APP015572,STU005335,SCH068,2021-09-02 00:00:00,Grade 7,Applied
APP015573,STU006749,SCH016,2023-09-08 00:00:00,Grade 9,Under Review
APP015574,STU001060,SCH007,2025-02-04 00:00:00,Grade 6,Rejected
APP015575,STU019676,SCH034,2023-08-11 00:00:00,Grade 6,Applied
APP015576,STU021816,SCH058,2023-06-03 00:00:00,Grade 11,Accepted
APP015577,STU010102,SCH006,2023-11-11 00:00:00,Grade 7,Under Review
APP015578,STU003885,SCH006,2023-10-17 00:00:00,Grade 7,Applied
APP015579,STU008889,SCH076,2023-12-06 00:00:00,Grade 6,Accepted
APP015580,STU014659,SCH094,2022-10-02 00:00:00,Grade 9,Applied
APP015581,STU022089,SCH022,2021-05-04 00:00:00,Grade 8,Applied
APP015582,STU003674,SCH015,2025-02-23 00:00:00,Grade 11,Accepted
APP015583,STU007304,SCH089,2024-12-18 00:00:00,Grade 8,Accepted
APP015584,STU010006,SCH049,2024-11-20 00:00:00,Grade 7,Applied
APP015585,STU002072,SCH068,2023-03-08 00:00:00,Grade 10,Under Review
APP015586,STU014292,SCH071,2024-05-28 00:00:00,Grade 11,Under Review
APP015587,STU003623,SCH039,2024-06-13 00:00:00,Grade 9,Accepted
APP015588,STU006053,SCH051,2021-10-12 00:00:00,Grade 7,Applied
APP015589,STU002518,SCH085,2025-08-14 00:00:00,Grade 6,Under Review
APP015590,STU023974,SCH077,2026-02-28 00:00:00,Grade 7,Applied
APP015591,STU007922,SCH062,2022-10-21 00:00:00,Grade 8,Applied
APP015592,STU012997,SCH067,2022-08-11 00:00:00,Grade 7,Rejected
APP015593,STU023996,SCH090,2025-05-07 00:00:00,Grade 9,Applied
APP015594,STU001350,SCH057,2025-09-29 00:00:00,Grade 6,Rejected
APP015595,STU012838,SCH013,2024-02-13 00:00:00,Grade 10,Accepted
APP015596,STU010055,SCH040,2025-12-02 00:00:00,Grade 8,Applied
APP015597,STU016076,SCH072,2022-06-03 00:00:00,Grade 8,Under Review
APP015598,STU024442,SCH080,2022-10-08 00:00:00,Grade 8,Applied
APP015599,STU012618,SCH032,2025-10-06 00:00:00,Grade 6,Applied
APP015600,STU016030,SCH007,2025-08-05 00:00:00,Grade 9,Rejected
APP015601,STU014898,SCH014,2024-09-11 00:00:00,Grade 9,Applied
APP015602,STU002844,SCH003,2021-12-20 00:00:00,Grade 6,Applied
APP015603,STU009766,SCH074,2023-10-16 00:00:00,Grade 10,Accepted
APP015604,STU012520,SCH041,2021-12-04 00:00:00,Grade 11,Applied
APP015605,STU024337,SCH071,2021-10-29 00:00:00,Grade 6,Accepted
APP015606,STU003988,SCH072,2023-05-20 00:00:00,Grade 7,Rejected
APP015607,STU018095,SCH081,2023-12-12 00:00:00,Grade 8,Rejected
APP015608,STU000687,SCH006,2022-04-21 00:00:00,Grade 9,Applied
APP015609,STU016424,SCH062,2026-05-26 00:00:00,Grade 7,Applied
APP015610,STU006384,SCH046,2025-10-31 00:00:00,Grade 7,Accepted
APP015611,STU002313,SCH044,2026-07-07 00:00:00,Grade 10,Accepted
APP015612,STU003538,SCH093,2022-04-19 00:00:00,Grade 8,Accepted
APP015613,STU006810,SCH091,2023-03-08 00:00:00,Grade 6,Accepted
APP015614,STU002687,SCH018,2021-08-28 00:00:00,Grade 9,Accepted
APP015615,STU000218,SCH089,2025-07-27 00:00:00,Grade 8,Applied
APP015616,STU003611,SCH011,2021-01-05 00:00:00,Grade 9,Under Review
APP015617,STU020464,SCH088,2025-11-14 00:00:00,Grade 6,Applied
APP015618,STU009328,SCH065,2023-09-29 00:00:00,Grade 9,Under Review
APP015619,STU002776,SCH089,2021-04-27 00:00:00,Grade 9,Under Review
APP015620,STU001553,SCH014,2022-11-25 00:00:00,Grade 10,Accepted
APP015621,STU024765,SCH072,2021-07-20 00:00:00,Grade 10,Under Review
APP015622,STU017835,SCH031,2025-10-20 00:00:00,Grade 9,Accepted
APP015623,STU003882,SCH086,2024-03-11 00:00:00,Grade 11,Accepted
APP015624,STU011526,SCH079,2023-05-24 00:00:00,Grade 10,Applied
APP015625,STU005696,SCH091,2025-12-13 00:00:00,Grade 10,Accepted
APP015626,STU020003,SCH032,2026-07-22 00:00:00,Grade 10,Accepted
